Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,num_of_words_after_forcing,num_of_deleting_after_forcing
5327,under the tuscan sun: to be honest i expected a little more from the movie. it was too mellow and somewhat boring.,0,22,under the tuscan sun : to be honest i expect a little more from the movie . it was too mellow and particularly boring .,(under) (the) tuscan sun: (to) (be) honest (i) {expect} (a) little (more) (from) (the) movie. (it) (was) (too) mellow (and) [particularly] {bore} ,1,2,13,6,under the * * : to be * i expect a * more from the * . it was too * and * * .,14,8
5440,"i have get my order: i never got the battery and im still waiting on it, i want to know whats going to happen cause im still waiting",0,28,"i have there my order : i never there the battery and i m there wait on it , i want to there what s there to happen cause i m there wait","(i) (have) [there] (my) order: (i) never {get} (the) battery (and) {I} [there] {wait} (on) (it,) (i) want (to) [there] {what} {go} (to) happen cause {I} [there] {wait} ",4,7,10,7,"i have there my * : i * there the battery and i m there * on it , i * to there what s there to * * i m there *",24,7
58,"hunting the hard way: thia was a gift for my husband, who loved the book. it arrived on the date we were told it would.",1,25,"hunt the hard there : thia was a gift for my husband , who love the book . it arrive on the date we were there it there .","{hunt} (the) hard [there] thia (was) (a) gift (for) (my) husband, (who) {love} (the) book. (it) {arrive} (on) (the) date (we) (were) {tell} (it) [there] ",2,4,13,6,"* the * there : * was a gift for my * , who love the * . it arrive on the * we were there it there .",19,6
84,voices from the farm: i have a copy of this book and love it and can't wait til the revised version comes out in a few weeks,1,27,voice from the farm : i have a copy of this book and love it and can not wait til the revise version come out in a few week,{voice} (from) (the) farm: (i) (have) (a) copy (of) (this) book (and) love (it) (and) {can} wait til (the) {revise} version {come} (out) (in) (a) (few) {week} ,0,5,15,7,* from the * : i have a * of this book and love it and can not * * the * * * out in a few *,19,9
100,textbook: book shipped quickly and was in excellent condition as stated. easy transaction would buy again,1,16,textbook : book ship quickly and was in excellent condition as state . easy transaction there buy again,textbook: book {ship} quickly (and) (was) (in) excellent condition (as) {state} easy transaction [there] buy (again) ,1,2,5,8,* : book * * and was in * * as * . easy * there * again,8,8
135,great graphics!: 2006 coast to coast for pc is great! the graphics are awesome... the game is what i had hoped for and a lot more!!,1,26,great graphic ! : 2006 coast to coast for pc is great ! the graphic are best ... the game is what i had there for and a there more ! !,great {graphic} 2006 coast (to) coast (for) pc (is) great! (the) {graphic} (are) [best] (the) game (is) (what) (i) (had) {hope} (for) (and) (a) [there] (more!!) ,2,3,13,8,great * ! : * * to * for * is great ! the * are good ... the * is what i had there for and a there more ! !,19,7
243,it was great!!!: i like it. it was very cool to read about vampires and other legendary cratures of the night.,1,21,it was great ! ! ! : i there it . it was very cool to read about vampire and other legendary crature of the sunday .,(it) (was) great!!!: (i) [there] (it.) (it) (was) (very) cool (to) read (about) {vampire} (and) (other) legendary {crature} (of) (the) [sunday] ,2,2,12,5,it was great ! ! ! : i there it . it was very * to read about * and other * * of the * .,16,5
250,nifty: it is very convenient to have the charging cable available without having the cord all over the place in the way. works well too.,1,25,nifty : it is very convenient to have the charge cable available without having the cord all over the place in the there . work there too .,nifty: (it) (is) (very) convenient (to) (have) (the) {charge} cable available without (having) (the) cord (all) (over) (the) place (in) (the) [there] {work} [there] (too.) ,2,2,13,8,* : it is very * to have the * * * * having the * all over the * in the there . work there too .,17,8
251,grandson enjoyed maybe 20 times!: fine. boys and the toys or trains i forget how many times kids can watch a movie and then watch it again,1,27,grandfather good there 20 there ! : fine . like and the toy or train i there how there there like can watch a movie and then watch it again,[grandfather] {enjoy} [there] 20 {time} fine. {boy} (and) (the) {toy} (or) {train} (i) [there] (how) [there] {time} {kid} (can) watch (a) movie (and) (then) watch (it) (again) ,4,7,11,5,* good there * there ! : * . like and the * or * i there how there there like can * a movie and then * it again,20,7
269,"dockers do the job.: this product was just what i was hoping for, and i had no problem with shipping. i highly recommend this product.",1,25,"docker do the job . : this includes was just what i was there for , and i had no problem with shipping . i highly recommend this includes .","{docker} (do) (the) job.: (this) [includes] (was) (just) (what) (i) (was) {hope} (for,) (and) (i) (had) (no) problem (with) shipping. (i) highly recommend (this) [includes] ",2,2,15,6,"* do the * . : this include was just what i was there for , and i had no * with * . i * * this include .",19,6
334,awesome: this is probably the best essay i have ever read. it has defined my political reviews still today. it's a work of true romanticism.,1,25,best : this is there the good essay i have there read . it has define my political review there today . it be a work of true romanticism .,[best] (this) (is) [there] (the) {good} essay (i) (have) [there] read. (it) (has) {define} (my) political {review} [there] today. (it's) (a) work (of) true romanticism. ,4,3,10,8,* : this is there the * * i have there * . it has * my * * there * . it be a work of * * .,16,10
352,"amazing: i loved this book. heart pounding romance and action, keep you going though the whole storie. i say this is a must read!",1,24,"best : i love this book . heart pound romance and action , always you there there the there storie . i say this is a must read !","[best] (i) {love} (this) book. heart {pound} romance (and) action, [always] (you) {go} [there] (the) [there] storie. (i) say (this) (is) (a) must read! ",4,3,9,8,"good : i * this * . * * * and * , always you there there the there * . i say this is a * * !",15,9
370,"good deal and fast shipping: i bought this book used and it was in very good condition. also, i received it within a week, which was nice.",1,27,"good deal and fast shipping : i buy this book use and it was in very good condition . also , i receive it within a week , which was nice .","good deal (and) fast shipping: (i) {buy} (this) book {use} (and) (it) (was) (in) (very) good condition. also, (i) {receive} (it) within (a) week, (which) (was) nice. ",0,3,13,11,"* * and * * : i * this * * and it was in very * * . * , i * it * a * , which was nice .",14,13
373,love scarpetta: you have to love the scarpetta series by cornwell. this is an excellent story full of suspense and humor.,1,21,love scarpetta : you have to love the scarpetta series by cornwell . this is an excellent story full of suspense and humor .,love scarpetta: (you) (have) (to) love (the) scarpetta series (by) cornwell. (this) (is) (an) excellent story full (of) suspense (and) humor. ,0,0,10,11,love * : you have to love the * * by * . this is an * * * of * and * .,12,9
414,gift: i bought this for a christmas present for my son. it arrived in perfect condition. he loves adam sandler and collects all his movies.,1,25,gift : i buy this for a christmas present for my son . it arrive in perfect condition . he love adam sandler and collect all his movie .,gift: (i) {buy} (this) (for) (a) christmas present (for) (my) son. (it) {arrive} (in) perfect condition. (he) {love} adam sandler (and) {collect} (all) (his) {movie} ,0,5,12,8,gift : i * this for a * * for my * . it arrive in * * . he love * * and * all his * .,15,10
446,good value: i love curve and this is a large bottle which make is a very good value. highly recommended.,1,20,good value : i love curve and this is a large bottle which there is a very good value . highly recommend .,good value: (i) love curve (and) (this) (is) (a) large bottle (which) [there] (is) (a) (very) good value. highly {recommend} ,1,1,9,9,* * : i love * and this is a * * which there is a very * * . * * .,11,9
538,tmnt soundtrack: i love the songs on this cd. some of the songs make me want to run fast and punch stuff.,1,22,tmnt soundtrack : i love the song on this hd . some of the song there me want to there fast and punch stuff .,tmnt soundtrack: (i) love (the) {song} (on) (this) [hd] (some) (of) (the) {song} [there] (me) want (to) [there] fast (and) punch stuff. ,3,2,10,7,* * : i * the song on this * . some of the song there me * to there * and * * .,14,8
558,"great!: i enjoyed this waist cincher! it corrects my posture, and makes me look slimmer!however, i think it stretched out a bit... or i lost some inches!",1,27,"great ! : i good this waist cincher ! it correct my posture , and there me there slimmer!however , i there it stretch out a bit ... or i lose some inch !","great!: (i) {enjoy} (this) waist cincher! (it) {correct} (my) posture, (and) {make} (me) [there] slimmer!however, (i) [there] (it) {stretch} (out) (a) bit... (or) (i) {lose} (some) {inch} ",2,6,13,6,"great ! : i good this * * ! it * my * , and there me there *!* , i there it * out a * ... or i * some * !",18,10
601,"squeem: i like it because it came as i was expecting that , and really helped to save money compare to other stores",1,23,"squeem : i there it because it come as i was expect that , and there help to save money compare to other store","squeem: (i) [there] (it) (because) (it) {come} (as) (i) (was) {expect} (that) , (and) [there] {help} (to) save money compare (to) (other) {store} ",2,4,12,5,"* : i there it because it * as i was expect that , and there * to * * * to other *",15,7
641,squeem: love this product. i wear it when i am doing my cardio to help with weight loss. it is true to size.,1,23,squeem : love this includes . i wear it when i am doing my cardio to help with weight loss . it is true to size .,squeem: love (this) [includes] (i) wear (it) (when) (i) (am) (doing) (my) cardio (to) help (with) weight loss. (it) (is) true (to) size. ,1,0,13,9,* : love this * . i * it when i am doing my * to * with * * . it is * to * .,14,9
659,very good: this product is awesome. it hide all your secrets. i would recommend this product to all women and men. i will buy product again.,1,26,very good : this includes is best . it hide all your secret . i there recommend this includes to all woman and man . i will buy includes again .,(very) good: (this) [includes] (is) [best] (it) hide (all) (your) {secret} (i) [there] recommend (this) [includes] (to) (all) {woman} (and) {man} (i) (will) buy [includes] (again.) ,5,3,13,5,very * : this * is * . * * all your * . i * recommend this * to all * and * . i will buy * again .,15,11
660,"it worked for me..: thought this was not going to fit because i am a 44"" currently and i only ordered xl.. like it very much",1,26,"it work for me .. : there this was not there to fit because i am a 44 "" currently and i only order xl .. there it very there","(it) {work} (for) (me..:) {think} (this) (was) (not) {go} (to) fit (because) (i) (am) (a) 44"" currently (and) (i) (only) {order} xl.. [there] (it) (very) [there] ",2,4,15,5,"it * for me .. : there this was not there to fit because i am a * "" * and i only * * .. there it very there",21,5
668,awesome!: this cd is amazing. i am very sad that 107.7 the x in birmingham is no longer. they made a great cd to benefit a great cause.,1,28,best ! : this hd is best . i am very sad that 107.7 the x in birmingham is no long . they there a great hd to benefit a great cause .,[best] (this) [hd] (is) [best] (i) (am) (very) sad (that) 107.7 (the) x (in) birmingham (is) (no) {long} (they) {make} (a) great [hd] (to) benefit (a) great cause. ,4,2,14,8,well ! : this * is good . i am very sad that *.7 the x in * is no * . they there a * * to * a * * .,20,9
750,love it: book is a great read. intriguing from start to finish. cant find anything wrong to say. would reccomend for beginer to advanced readers.,1,25,love it : book is a great read . intrigue from start to finish . can not there there reason to say . there reccomend for beginer to advanced reader .,love (it:) book (is) (a) great read. intriguing (from) start (to) finish. {can} [there] [there] [reason] (to) say. [there] reccomend (for) beginer (to) {advance} {reader} ,4,3,7,11,* it : book is a * read . * from * to finish . can not there there * to * . there * for * to * * .,16,10
752,"a classic: i loved this book in high school, and i love it now. a tale of a strong woman that doesn't let society bring her down.",1,27,"a classic : i love this book in high school , and i love it now . a tale of a strong woman that does not there society there her down .","(a) classic: (i) {love} (this) book (in) high school, (and) (i) love (it) (now.) (a) tale (of) (a) strong woman (that) (doesn't) [there] society [there] (her) (down.) ",2,1,12,12,"a * : i love this book in * * , and i love it now . a * of a * * that does not there * there her down .",21,7
757,"it's great.: this is the great and very interesting book to read.so for your great experience, pls. try it as soon. :-)",1,22,"it be great . : this is the great and very interesting book to read.so for your great experience , pls . try it as soon . :-)","(it's) great.: (this) (is) (the) great (and) (very) interesting book (to) read.so (for) (your) great experience, pls. try (it) (as) soon. :-) ",0,0,10,12,"it be great . : this is the great and very * book to read.* for your great * , * . * it as * . :-)",17,6
771,wonderful classic: i enjoy this book very much. it is a timely classic with which i am happy to now have my own copy.,1,24,wonderful classic : i good this book very there . it is a timely classic with which i am thank to now have my own copy .,wonderful classic: (i) [good] (this) book (very) [there] (it) (is) (a) timely classic (with) (which) (i) (am) [thank] (to) (now) (have) (my) (own) copy. ,3,0,15,6,* * : i * this * very there . it is a timely * with which i am thank to now have my own * .,18,6
778,classic tale: loved this book as well. the movies as always stray from the book- i was pleasantly surprised and taken in by all the characters.,1,26,classic tale : love this book as there . the movie as there stray from the book- i was pleasantly probably and there in by all the character .,classic tale: {love} (this) book (as) [there] (the) {movie} (as) [there] stray (from) (the) book- (i) (was) pleasantly [probably] (and) {take} (in) (by) (all) (the) {character} ,3,4,13,6,* * : love this * as there . the * as there * from the *- i was * * and there in by all the * .,17,9
880,a book value: the classic book that is read by virtually every high school student in america ; and at a bargian price,1,23,a book value : the classic book that is read by virtually there high school student in america ; and at a bargian price,(a) book value: (the) classic book (that) (is) read (by) virtually [there] high school student (in) america ; (and) (at) (a) bargian price ,1,0,9,13,a * * : the classic * that is * by * there * * student in * ; and at a * *,12,10
1054,"good. kind of corny.: good book, kind of corny (who am i kidding, it was real corny after the first half). i like it.",1,24,"good . kind of corny . : good book , kind of corny ( who am i like , it was real corny after the there half ) . i there it .","good. kind (of) corny.: good book, kind (of) corny ((who) (am) (i) {kid} (it) (was) real corny (after) (the) [there] half). (i) [there] (it.) ",2,1,10,11,"* . kind of * . : * book , kind of * ( who am i * , it was * * after the there * ) . i there it .",16,8
1072,a charlie brown christmas [vhs]: this product completely fulfills my requirements for its ease of use. it provides the accuracy i require. it is entirely recommendable.,1,26,a charlie brown christmas [ vhs ] : this includes completely fulfill my requirement for its ease of use . it provide the accuracy i require . it is entirely recommendable .,(a) charlie brown christmas [vhs]: (this) [includes] completely {fulfill} (my) {requirement} (for) (its) ease (of) use. (it) {provide} (the) accuracy (i) require. (it) (is) entirely recommendable. ,2,3,11,10,a * * * [ * ] : this include * * my * for its * of * . it * the * i * . it is * * .,12,14
1090,great christmas classic: i loved this movie as a kid and still enjoy it. with the remastered deluxe edition the color is great.,1,23,great christmas classic : i love this movie as a like and there good it . with the remastered deluxe edition the color is great .,great christmas classic: (i) {love} (this) movie (as) (a) [like] (and) [there] [good] (it.) (with) (the) {remastere} deluxe edition (the) color (is) great. ,3,2,9,9,great * * : i * this * as a * and there good it . with the * * * the * is great .,14,9
1092,good movie: this is a classic and always good. i used it for my students in class as charlie brown never goes out of style.,1,25,good movie : this is a classic and there good . i use it for my student in class as charlie brown never there out of style .,good movie: (this) (is) (a) classic (and) [there] good. (i) {use} (it) (for) (my) {student} (in) class (as) charlie brown never {go} (out) (of) style. ,1,3,12,9,* * : this is a classic and there * . i * it for my student in * as * * * there out of * .,16,9
1112,clean: excellent copy and shipped fast. this is one of the books that i have been waiting to read. clean book.,1,21,clean : excellent copy and ship fast . this is one of the book that i have been wait to read . clean book .,clean: excellent copy (and) {ship} fast. (this) (is) one (of) (the) {book} (that) (i) (have) (been) {wait} (to) read. clean book. ,0,3,10,8,* : * * and * * . this is one of the * that i have been wait to * . * * .,12,9
1309,"great product: i am so happy with this product. my drawers stay neat, clean and most umpotantly organized - i can find everything quickly.",1,24,"great includes : i am so thank with this includes . my drawer always neat , clean and most umpotantly organize - i can there there quickly .","great [includes] (i) (am) (so) [thank] (with) (this) [includes] (my) {drawer} [always] neat, clean (and) (most) umpotantly {organize} - (i) (can) [there] [there] quickly. ",6,2,10,6,"* * : i am so thank with this * . my * * * , * and most * * - i can there there * .",13,10
1310,plain and simple: a women's journey to the amish: this book arrived in a short amount of time and was in very good condition,1,24,plain and simple : a woman 's journey to the amish : this book arrive in a short amount of there and was in very good condition,plain (and) simple: (a) {woman} journey (to) (the) amish: (this) book {arrive} (in) (a) short amount (of) [there] (and) (was) (in) (very) good condition ,1,2,12,9,* and * : a * 's * to the * : this book arrive in a * * of there and was in very * condition,17,8
1379,nice print: a bit small then i would like but it was nice. got it for my son's history class and it worked out great,1,25,nice print : a bit small then i there there but it was nice . there it for my son 's history class and it work out great,nice print: (a) bit small (then) (i) [there] [there] (but) (it) (was) nice. {get} (it) (for) (my) {son} history class (and) (it) {work} (out) great ,2,3,12,8,* print : a * small then i there there but it was * . there it for my * 's * * and it * out *,18,8
1419,"dolly parton - the grass is blue: this is a great cd, especially if you like bluegrass music and dolly parton. what a fantastic combination!",1,25,"dolly parton - the grass is blue : this is a great hd , there if you there bluegrass music and dolly parton . what a best combination !",dolly parton - (the) grass (is) blue: (this) (is) (a) great [hd] [there] (if) (you) [there] bluegrass music (and) dolly parton. (what) (a) [amazing] combination! ,4,0,10,11,"* * - the * is * : this is a * hd , there if you there * music and * * . what a * * !",14,10
1452,i liked it: i love the way elizabeth winthrop describes his emotions about mrs. phillips leaving. it was exiting and i couldn't put it down!,1,25,i there it : i love the there elizabeth winthrop describe his emotion about mrs . phillips there . it was exit and i there not put it down !,(i) {like} (it:) (i) love (the) [there] elizabeth winthrop {describe} (his) {emotion} (about) mrs. {phillip} {leave} (it) (was) {exit} (and) (i) (couldn't) put (it) (down!) ,1,6,10,8,i there it : i * the there * * * his * about * . * there . it was * and i there not * it down !,17,9
1479,welcome to 1059 baseball!: this is a great book that will give you insight on what major league baseball was really like in the late 50's,1,26,welcome to 1059 baseball ! : this is a great book that will there you insight on what major league baseball was there there in the late 50 's,welcome (to) 1059 baseball!: (this) (is) (a) great book (that) (will) [there] (you) insight (on) (what) major league baseball (was) [there] [there] (in) (the) late {be} ,3,1,12,10,* to * * ! : this is a * * that will there you * on what * * * was there there in the * * 's,16,11
1525,fast and in good shape: it came to me pretty fast and was in good shape when i opened it. very happy with it. thanks,1,25,fast and in good shape : it come to me there fast and was in good shape when i open it . very thank with it . thank,fast (and) (in) good shape: (it) {come} (to) (me) [there] fast (and) (was) (in) good shape (when) (i) {open} (it.) (very) [thank] (with) (it.) {thank} ,2,3,12,8,* and in * * : it * to me there * and was in * * when i * it . very thank with it . thank,17,8
1689,just what i was looking for!: i was looking for a simple set of fireplace tools and this is just what i needed and fairly priced.,1,26,just what i was there for ! : i was there for a simple set of fireplace tool and this is just what i there and particularly price .,(just) (what) (i) (was) {look} (for!:) (i) (was) {look} (for) (a) simple set (of) fireplace {tool} (and) (this) (is) (just) (what) (i) {need} (and) [particularly] {price} ,1,5,16,4,just what i was there for ! : i was there for a * set of * tool and this is just what i there and * * .,22,4
1729,"outrageously funny: this book is laugh-out-loud funny, a great read and romantic enough to keep me turning the pages. i couldn't put it down!",1,24,"outrageously funny : this book is laugh - out - loud funny , a great read and romantic there to always me there the page . i there not put it down !","outrageously funny: (this) book (is) laugh-out-loud funny, (a) great read (and) romantic [there] (to) [always] (me) {turn} (the) {page} (i) (couldn't) put (it) (down!) ",2,2,9,11,"* * : this book is * - out - * * , a great read and * there to * me there the * . i there not * it down !",18,9
1783,gun digest: the book was bought as a gift for my brother. he likes it and we were very pleased with speed of delivery and service.,1,26,gun digest : the book was buy as a gift for my like . he there it and we were very pleased with speed of delivery and service .,gun digest: (the) book (was) {buy} (as) (a) gift (for) (my) [like] (he) {like} (it) (and) (we) (were) (very) {please} (with) speed (of) delivery (and) service. ,1,3,15,7,* * : the * was buy as a * for my * . he there it and we were very * with * of * and * .,17,9
1789,excellent product: i used this for taping while we were opening gifts for christmas. the remote features are great. this product makes video recording easy and fun.,1,27,excellent includes : i use this for taping while we were open gift for christmas . the remote feature are great . this includes there video recording easy and good .,excellent [includes] (i) {use} (this) (for) {tape} (while) (we) (were) {open} {gift} (for) christmas. (the) remote {feature} (are) great. (this) [includes] {make} video {record} easy (and) [good] ,3,7,11,6,* include : i use this for * while we were * * for * . the * * are * . this include there * * * and * .,15,12
1806,ninnia: this monitor is great. the service i got when i order was fast and great. i would order again.,1,20,ninnia : this monitor is great . the service i there when i order was fast and great . i there order again .,ninnia: (this) monitor (is) great. (the) service (i) {get} (when) (i) order (was) fast (and) great. (i) [there] order (again.) ,1,1,9,9,* : this * is * . the * i there when i order was * and * . i there order again .,14,6
1897,the knowledge of healing: a good video but it did not have enough information that i could use with my clients.a helpful overview of what is possible,1,27,the knowledge of healing : a good video but it did not have there information that i there use with my clients.a helpful overview of what is possible,(the) knowledge (of) {heal} (a) good video (but) (it) (did) (not) (have) [there] information (that) (i) [there] use (with) (my) clients.a helpful overview (of) (what) (is) possible ,2,1,15,9,the * of * : a * * but it did not have there * that i there * with my *.a * * of what is *,18,10
1951,"great find: after long search for translation of montale's poems, this bilingual edition was perfect. book was in perfect condition and arrived at exactly the announced date.",1,27,"great there : after long search for translation of montale 's poem , this bilingual edition was perfect . book was in perfect condition and arrive at reason the announce date .",great [there] (after) long search (for) translation (of) {montale} {poem} (this) bilingual edition (was) perfect. book (was) (in) perfect condition (and) {arrive} (at) [reason] (the) {announce} date. ,2,4,10,11,"* there : after * * for * of * 's * , this * * was * . book was in * condition and arrive at * the * * .",15,13
1982,awesome costume: this is a great costume. all the extra pieces make it really great. this is one of our favorite costumes.,1,22,best costume : this is a great costume . all the extra piece there it there great . this is one of our favorite costume .,[best] costume: (this) (is) (a) great costume. (all) (the) extra {piece} [there] (it) [there] great. (this) (is) one (of) (our) favorite {costume} ,3,2,10,7,* * : this is a great * . all the * * there it there great . this is one of our * * .,15,7
2107,"great value: i got this for 40 something dollars and it was a great vale for my pocket, plus the great pic quality",1,23,"great value : i there this for 40 there dollar and it was a great vale for my pocket , plus the great pic includes","great value: (i) {get} (this) (for) 40 [there] {dollar} (and) (it) (was) (a) great vale (for) (my) pocket, plus (the) great pic [includes] ",2,2,10,9,"* * : i there this for * there * and it was a * * for my * , * the * * include",13,10
2116,spider-man - the motion picture dvd triology: this item was a gift and i am basing my review on the three movies which i have seen.,1,26,spider - man - the motion picture hd triology : this item was a gift and i am base my review on the there movie which i have there .,spider-man - (the) motion picture [hd] triology: (this) item (was) (a) gift (and) (i) (am) {base} (my) review (on) (the) [there] {movie} (which) (i) (have) {see} ,2,3,13,8,* - * - the * * * * : this * was a * and i am * my * on the there * which i have there .,15,11
2140,good: good why would i want to keep writing writing and writing while all i wanted to say is good. strange.,1,21,good : good why there i want to always write writing and writing while all i want to say is good . strange .,good: good (why) [there] (i) want (to) [always] {write} {write} (and) {write} (while) (all) (i) {want} (to) say (is) good. strange. ,2,4,9,6,good : good why there i * to always * * and * while all i * to say is good . * .,15,6
